-6,0.98988
-5.98,1.00545
-5.96,1.00946
-5.94,1.01609
-5.92,1.00329
-5.9,1.00532
-5.88,1.00834
-5.86,1.01094
-5.84,1.01568
-5.82,1.01814
-5.8,1.01454
-5.78,1.01185
-5.76,1.0183
-5.74,1.00477
-5.72,1.00112
-5.7,1.01535
-5.68,1.01754
-5.66,1.01026
-5.64,0.99728
-5.62,1.01262
-5.6,1.00824
-5.58,1.01072
-5.56,1.00496
-5.54,1.01302
-5.52,1.01763
-5.5,1.018
-5.48,1.0081
-5.46,1.01221
-5.44,1.00124
-5.42,1.02313
-5.4,1.01658
-5.38,1.01895
-5.36,1.01827
-5.34,1.0119
-5.32,1.01656
-5.3,1.02306
-5.28,1.01701
-5.26,1.02549
-5.24,1.03294
-5.22,1.03919
-5.2,1.02513
-5.18,1.0111
-5.16,0.9996
-5.14,1.00943
-5.12,1.03454
-5.1,1.0214
-5.08,1.03138
-5.06,1.02004
-5.04,1.01425
-5.02,1.01372
-5,1.01673
-4.98,1.02105
-4.96,1.02689
-4.94,1.02484
-4.92,1.0128
-4.9,1.01344
-4.88,1.02826
-4.86,1.04331
-4.84,1.02772
-4.82,1.00914
-4.8,1.01538
-4.78,1.02584
-4.76,1.0263
-4.74,1.04853
-4.72,1.04788
-4.7,1.04329
-4.68,1.02965
-4.66,1.02792
-4.64,1.02468
-4.62,1.032
-4.6,1.03394
-4.58,1.02378
-4.56,1.01244
-4.54,1.02157
-4.52,1.03835
-4.5,1.03283
-4.48,1.03973
-4.46,1.04574
-4.44,1.05378
-4.42,1.04421
-4.4,1.026
-4.38,1.0253
-4.36,1.03422
-4.34,1.02512
-4.32,1.03265
-4.3,1.02836
-4.28,1.02611
-4.26,1.03357
-4.24,1.02534
-4.22,1.02716
-4.2,1.02785
-4.18,1.03128
-4.16,1.03453
-4.14,1.03905
-4.12,1.03613
-4.1,1.03367
-4.08,1.03464
-4.06,1.02361
-4.04,1.02484
-4.02,1.03597
-4,1.02996
-3.98,1.03711
-3.96,1.05158
-3.94,1.03433
-3.92,1.05416
-3.9,1.04217
-3.88,1.04222
-3.86,1.04064
-3.84,1.04107
